Longitude,Latitude,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX
-112.952636,46.130931,1484,MT005,Housing Authority of the City of Anaconda,4065632921,4065635309,kleary@anacondahousing.com,4065632921,4065635309,kleary@anacondahousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Jun,Low-Rent,170,169,170,152,0,152,89.94000244,17,169,152,100,295036,326067,236650,213674,0,0,291,298,133,11.85000038,13.68000031,98.68000031,10363,30,Deer Lodge,23,400,3,3000
-112.850099,42.788302,2840,ID012,Housing Authority of the City of American Falls,2082265262,2082267945,afhousing@hotmail.com,2082265262,2082267945,afhousing@hotmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,40,40,40,40,0,40,100,0,40,35,87.5,40688,42378,55755,53222,0,0,201,199,14,39.29000092,10.71000004,94.29000092,15095,16,Power,77,960200,2,2060
-112.646302,38.274636,3544,UT006,Beaver City Housing Authority,4354382935,4354382935,bcha@xmission.com,4354382935,4354382350,bcha@xmission.com,High Performer,VERY SMALL (0-49),19,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Combined,18,18,18,18,4,22,59.45999908,0,37,37,100,23150,22606,21554,21005,0,0,495,461,5,38.29999924,44.68000031,100,9235,49,Beaver,1,100100,3,3055
-112.531257,46.010683,1413,MT003,Housing Authority of Butte,4067826461,4067826473,rstordahl@buttehousing.org,4067826461,4067826473,rstordahl@buttehousing.org,Substandard Physical,MEDIUM HIGH (300-999),109,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),30-Jun,Combined,353,351,353,347,90,437,95,4,460,435,99.54000092,686724,765007,368373,396886,0,0,291,311,198,17.71999931,21.37999916,97.69999695,9756,30,Silver Bow,93,100,4,4044
-112.448185,42.871817,2797,ID005,Housing Authority of the City of Pocatello,2082336276,2082339821,sunny@hacp.services,2082336276,2082339821,sunny@hacp.services,High Performer,SMALL (50-99),692,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,75,72,72,72,584,656,85.86000061,0,764,644,98.16999817,77820,90983,90332,82764,0,0,486,488,766,6.34000015,18.32999992,99.52999878,9458,16,Bannock,5,900,2,2014
-112.300363,40.530779,3060,UT020,Tooele County Housing Authority,4358827875,4358827894,deannc@xmission.com,4358827875,4358827894,deannc@xmission.com,Standard Performer,VERY SMALL (0-49),215,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Combined,22,22,22,22,203,225,94.93000031,0,237,227,100,44588,54160,35449,33251,0,0,674,687,238,7.82000017,22.53000069,98.68000031,10878,49,Tooele,45,131100,2,2001
-112.22741,33.565121,3693,AZ009,Housing Authority of Maricopa County,6027444500,6022539268,g.munoz@maricopahousing.org,6027444500,6022539268,g.munoz@maricopahousing.org,Standard Performer,MEDIUM HIGH (300-999),1592,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,531,527,529,390,1504,1894,91.09999847,137,2079,1854,97.88999939,1763681,2809460,610687,1048608,0,0,799,854,2839,7.98000002,12.69999981,99.02999878,12066,4,Maricopa,13,93200,2,2003
-112.191745,35.246371,2826,AZ041,Williams Housing Authority,9286354717,9286352711,DebbFuller@aol.com,9286354717,9286352711,debbfuller@aol.com,Standard Performer,VERY SMALL (0-49),47,VERY SMALL (0-49),SMALL (50-99),30-Jun,Combined,30,30,30,27,36,63,81.81999969,3,77,60,95.23999786,55843,61893,48047,45025,0,0,608,495,63,6.8499999,13.69999981,100,11752,4,Coconino,5,1700,3,3051
-112.190757,33.536986,3692,AZ003,City of Glendale Housing Authority,6239303701,6239301064,kmofford@glendaleaz.com,6239303701,,kmofford@glendaleaz.com,High Performer,MEDIUM LOW (100-299),1054,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,155,155,155,147,1043,1190,98.43000031,5,1209,1472,100,441626,511952,211150,204103,0,0,865,906,1503,11.18999958,20.28000069,99.12000275,10980,4,Maricopa,13,92801,2,2007
-112.087284,33.448366,3855,AZ901,Arizona Department of Housing,6027711000,6027711013,greg.cooper@azhousing.gov,6027711000,6027711002,carol.ditmore@azhousing.gov,,,170,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Section 8,0,0,0,0,150,150,88.23000336,0,170,214,100,0,0,0,0,0,0,944,1060,57,25.79999924,28.34000015,99.06999969,10860,4,Maricopa,13,114301,1,1032
-112.076558,33.448107,3854,AZ001,City of Phoenix Housing Department,6022626794,6025344516,lydia.martinez@phoenix.gov,6022624924,,cindy.stotler@phoenix.gov,Standard Performer,"LARGE (1,000-4,999)",6584,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",30-Jun,Combined,3011,2990,2367,2253,6223,8476,94.76000214,98,8945,8399,99.08999634,7230516,8159071,2720233,2656525,0,0,699,689,10420,8.35999966,11.89999962,97.40000153,9552,4,Maricopa,13,114100,1,1040
-112.06921,33.492072,3558,AZ880,Arizona Behavioral Health Corporation,6025076746,6022654680,sharon@hominc.com,6022654640,6022654680,mikeshore@hominc.com,,,125,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,105,105,84,0,125,103,98.09999847,0,0,0,0,0,0,630,626,20,24,49.33000183,97.08999634,11340,4,Maricopa,13,110502,1,1006
-112.042882,46.584616,1412,MT901,Montana Department of Commerce,4068412806,4068412810,dparker@mt.gov,4068412806,4068412810,dparker@mt.gov,,,4555,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,3604,3604,84.63999939,0,4258,3601,99.91999817,0,0,0,0,0,0,605,593,2784,12.63000011,22.29999924,99.41999817,9612,30,Lewis and Clark,49,800,1,1006
-112.018086,46.592491,1447,MT004,Helena Housing Authority,4064427970,4064420574,reception@hhamt.org,4064427970,,Moneil@hhamt.org,High Performer,MEDIUM HIGH (300-999),381,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,366,366,366,356,339,695,93.04000092,3,747,690,99.27999878,984164,1053848,469465,431096,0,0,436,435,532,14.43000031,19.55999947,98.98999786,10530,30,Lewis and Clark,49,900,3,3028
-111.998913,40.696752,3730,UT025,West Valley City Housing Authority,8019633329,8019633518,cheryl.syme@wvc-ut.gov,8019633329,8019633518,wvchaadmin@wvc-ut.gov,Substandard Physical,VERY SMALL (0-49),531,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,0,0,0,0,517,517,97.36000061,0,531,513,99.23000336,71520,71520,0,0,0,0,663,630,407,16.22999954,21.42000008,100,11472,49,Salt Lake,35,113406,3,3013
-111.974985,41.218449,3805,UT022,Weber Housing Authority,8013998691,8013998690,awatkins@co.weber.ut.us,8013998691,8013998690,awatkins@co.weber.ut.us,,,124,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,127,127,100,0,124,137,100,0,0,0,0,0,0,642,690,97,11.64999962,28.20000076,100,10197,49,Weber,57,201100,1,1073
-111.972216,41.246144,3740,UT002,Housing Authority of the City of Ogden,8016275851,8016276012,oha@xmission.com,8016275851,8016276012,tprice@xmission.com,High Performer,MEDIUM LOW (100-299),1037,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,200,200,200,197,897,1094,96.63999939,3,1132,1104,100,404753,461351,269753,262900,0,0,524,509,822,15.84000015,22.45000076,98.91000366,11193,49,Weber,57,200400,1,1005
-111.940121,33.487339,3755,AZ032,Scottsdale Housing Agency,4803127717,4803127761,malbanese@scottsdaleaz.gov,4803122309,4803127761,malbanese@scottsdaleaz.gov,,,735,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,660,660,89.80000305,0,735,626,94.84999847,0,0,0,0,0,0,708,646,346,21.19000053,20.52000046,99.36000061,10979,4,Maricopa,13,217501,3,3012
-111.92658,33.3902,3756,AZ031,Tempe Housing Authority,4803505428,4803508902,naomi_farrell@tempe.gov,4803505428,4803508902,naomi_farrell@tempe.gov,,,1052,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,931,931,88.5,0,1052,941,100,0,0,0,0,0,0,866,882,1128,7.42999983,15.71000004,97.87000275,10584,4,Maricopa,13,319800,6,6000
-111.893972,40.732401,3711,UT004,Housing Authority of Salt Lake City,8014872161,8014873641,cbowen@haslcutah.org,8014280560,8014873641,dnackerman@haslcutah.org,High Performer,MEDIUM HIGH (300-999),2908,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,390,389,390,379,2607,2986,93.94999695,10,3178,2981,99.83999634,461996,502258,761229,736253,0,0,675,656,2799,15.68999958,18.62999916,99.30000305,10618,49,Salt Lake,35,102900,3,3003
-111.892119,40.975775,3122,UT009,Davis Community Housing Authority,8014512587,8014516484,dcha@xmission.com,8019399200,8014516484,dcha@xmission.com,Standard Performer,MEDIUM LOW (100-299),1119,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,158,158,158,157,936,1093,91.54000092,1,1194,1091,99.81999969,243498,280566,213036,205887,0,0,584,582,997,9.97000027,22.60000038,99.62999725,11892,49,Davis,11,126204,3,3007
-111.890875,40.69338,3079,UT003,Housing Authority of the County of Salt Lake,8012844400,8012844406,JJKIMBALL@hacsl.org,8012844423,8082844406,jjkimball@hacsl.org,High Performer,MEDIUM HIGH (300-999),2485,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,616,613,616,585,2442,3027,97.76999664,18,3096,3040,100,1247802,1519591,784703,758926,0,0,696,691,3405,10.43000031,19.93000031,99.73999786,10603,49,Salt Lake,35,111600,1,1034
-111.841298,33.300007,3663,AZ028,Chandler Housing & Redevelopment Division,4807823200,4807823220,leah.powell@chandleraz.gov,4807823200,,amyjacobson@chandleraz.gov,High Performer,MEDIUM HIGH (300-999),486,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,303,303,303,300,460,760,96.31999969,3,789,744,97.90000153,780832,874545,403993,389407,0,0,681,712,1283,7.46000004,10.30000019,97.30999756,12055,4,Maricopa,13,523102,1,1009
-111.834649,41.734665,3803,UT026,Logan City Housing Authority,4357527242,4357526962,kentw@brag.utah.gov,4357527242,4357526962,kentw@brag.utah.gov,,,444,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,384,384,86.48999786,0,444,467,100,0,0,0,0,0,0,555,559,409,9.26000023,27.26000023,98.93000031,11935,49,Cache,5,800,3,3010
-111.834649,41.734665,3804,UT030,Bear River Regional Housing Authority,4357527242,4357526962,kentw@brag.utah.gov,4357527242,4357526962,kentw@brag.utah.gov,,,122,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Section 8,0,0,0,0,122,122,100,0,122,124,100,0,0,0,0,0,0,514,536,126,5.67000008,33.33000183,98.38999939,11179,49,Cache,5,800,3,3010
-111.830917,33.415334,3559,AZ005,City of Mesa Housing Authority,4806443536,4806442923,liz.morales@mesaaz.gov,4806443536,4806442923,liz.morales@mesaaz.gov,,,1715,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,1645,1645,95.91999817,0,1715,1720,100,0,0,0,0,0,0,732,731,1759,10.93999958,18.32999992,99.30000305,10331,4,Maricopa,13,421400,1,1019
-111.670302,40.235308,3845,UT007,Housing Authority of the City of Provo,8019005672,8013736560,sdalley@provohousing.org,8019005670,8013736560,rvernon@provohousing.org,High Performer,MEDIUM LOW (100-299),883,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",30-Sep,Combined,250,248,248,244,882,1126,99.55999756,3,1131,1110,98.58000183,265701,343360,345236,336295,0,0,476,483,1017,13.05000019,17.36000061,99.01000214,10942,49,Utah,49,2000,3,3009
-111.654437,40.233547,3543,UT011,Housing Authority of Utah County,8013738333,8013732270,lsmith@housinguc.org,8013738333,8013732270,lsmith@housinguc.org,Standard Performer,VERY SMALL (0-49),1059,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,0,0,0,0,1010,1010,95.37000275,0,1059,998,98.80999756,13028,13028,0,0,0,0,763,706,1238,7.98000002,17.79000092,99.5,11129,49,Utah,49,2500,1,1002
-111.595496,35.213543,2825,AZ006,Flagstaff Housing Authority,9282132745,9285263734,sdarr@flagstaffaz.gov,9282132745,,sdarr@flagstaffaz.gov,High Performer,MEDIUM LOW (100-299),439,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,265,265,265,261,405,666,94.59999847,4,704,673,100,471226,587955,396714,368966,0,0,646,672,812,8.22999954,13.65999985,99.11000061,12660,4,Coconino,5,800,3,3021
-111.567375,32.888352,3662,AZ010,Pinal County Housing Authority,5208667201,5208667235,adeline.allen@pinalcountyaz.gov,5208667200,5208667235,adeline.allen@pinalcountyaz.gov,Substandard Physical,MEDIUM LOW (100-299),584,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,169,169,169,138,440,578,76.76000214,17,753,572,98.95999908,456428,511648,215640,214135,0,0,636,596,897,8.23999977,12.89999962,89.16000366,9222,4,Pinal,21,1200,1,1205
-111.555446,32.755906,3682,AZ021,Eloy Housing Authority,5204667162,5204664223,emmally@eloyha.com,8438105073,,cindiher@aol.com,Troubled Performer,SMALL (50-99),183,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Combined,50,50,50,26,183,209,89.69999695,0,233,208,99.51999664,166242,164955,81289,81168,0,0,638,624,332,5.55999994,8.81999969,99.51999664,9036,4,Pinal,21,2003,1,1045
-111.281679,47.498432,1446,MT002,Great Falls Housing Authority,4064534311,4067275566,gfha@gfhousing.org,4064534311,4067275566,kevinhager@gfhousing.org,Standard Performer,MEDIUM HIGH (300-999),265,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Mar,Combined,490,489,490,446,196,642,85.15000153,34,754,632,98.44000244,992131,1109342,692438,691410,0,0,382,393,586,10.89000034,11.68999958,98.41999817,10656,30,Cascade,13,900,3,3005
-111.018338,39.21187,3760,UT015,Emery County Housing Authority,4353813580,4353813580,cindyd@emery.utah.gov,4353813580,,cindyd@emery.utah.gov,Substandard Financial,VERY SMALL (0-49),68,SMALL (50-99),SMALL (50-99),31-Mar,Combined,24,24,24,16,52,68,73.91000366,6,92,52,76.47000122,60147,70267,33352,32194,0,0,386,456,38,11,18,100,11464,49,Emery,15,976300,1,1043
-110.985714,32.225286,2823,AZ033,Pima County Housing Authority,5207914171,5207915407,HCD-Director@tucsonaz.gov,5208375395,5207915407,Sally.Stang@tucsonaz.gov,,,877,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,719,719,81.98999786,0,877,779,100,0,0,0,0,0,0,665,605,893,9.97999954,12.47999954,99.48999786,9060,4,Pima,19,200,1,1007
-110.985714,32.225286,2824,AZ004,Housing and Community Development Tucson,5207914171,5207915407,SallyStang@tucsonaz.gov,5208375395,5207915407,sally.stang@tucsonaz.gov,Standard Performer,"LARGE (1,000-4,999)",4823,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",30-Jun,Combined,1526,1506,1505,1457,4505,5962,94.91000366,44,6282,6104,100,4035815,4427449,1407557,1358705,0,0,560,554,6921,9.93999958,14.13000011,99.01999664,9060,4,Pima,19,200,1,1007
-110.96363,32.201446,3646,AZ025,South Tucson Housing Authority,5206238481,5207700051,stha@theriver.com,5206238481,,stha@theriver.com,Standard Performer,MEDIUM LOW (100-299),132,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),30-Jun,Combined,176,172,172,155,85,240,78.94999695,16,304,231,96.25,481223,539317,192834,186151,0,0,511,537,239,14.72999954,13.17000008,100,9036,4,Pima,19,2300,6,6004
-110.959498,41.257526,3749,WY013,Evanston Housing Authority,3077892381,3077892084,david@evanstonhousing.org,3077892381,3077892381,david@evanstonhousing.org,Standard Performer,SMALL (50-99),86,SMALL (50-99),MEDIUM LOW (100-299),30-Sep,Combined,80,80,80,80,69,149,89.76000214,0,166,151,100,138815,169615,119764,65993,0,0,341,341,74,15.64000034,25.51000023,99.33999634,11440,56,Uinta,41,975300,2,2008
-110.812779,33.413938,3786,AZ045,Gila County Housing Authority,9284257631,9284259468,pcampos@gilacountyaz.gov,9284257631,9284259468,mbuzan@gilacountyaz.gov,,,53,SMALL (50-99),SMALL (50-99),30-Jun,Section 8,0,0,0,0,51,51,96.22000122,0,53,65,100,0,0,0,0,0,0,789,794,46,25.39999962,17.45999908,100,9312,4,Gila,7,1000,3,3011
-110.78656,39.596666,3741,UT016,Housing Authority of Carbon County,4356375170,4356375178,gaylap@haocc.org,4356375170,4356375178,gaylap@haocc.org,Standard Performer,MEDIUM LOW (100-299),273,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Mar,Combined,121,121,121,119,180,299,75.88999939,2,394,299,100,267163,287472,162609,156982,0,0,385,390,245,13.43000031,15.43000031,100,9600,49,Carbon,7,300,3,3005
-110.703276,35.035539,2827,AZ008,Winslow Public Housing Authority,9282894617,9282893848,JShorthair@winslowaz.gov,9282894617,,jshorthair@winslowaz.gov,Standard Performer,SMALL (50-99),128,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Combined,55,55,55,53,121,174,95.08000183,2,183,174,100,131635,146258,84539,79134,0,0,522,509,220,8.06999969,20.29000092,97.12999725,9060,4,Navajo,17,960600,2,2019
-109.990545,40.296863,3123,UT028,Roosevelt City Housing Authority,4357225858,4357225810,rcha@ubtanet.com,4357225858,4357725810,rcha@ubtanet.com,,,91,SMALL (50-99),SMALL (50-99),31-Mar,Section 8,0,0,0,0,56,56,61.54000092,0,91,55,98.20999908,0,0,0,0,0,0,629,624,35,14.28999996,23.80999947,96.36000061,9060,49,Duchesne,13,940500,2,2025
-109.932607,31.394042,3787,AZ034,Housing Authority of Cochise County,5204328880,5204328890,abaca@cochise.az.gov,5204328883,5204328890,abaca@cochise.az.gov,,,581,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,514,514,88.45999908,0,581,514,100,0,0,0,0,0,0,546,557,322,23.04000092,22,99.61000061,10933,4,Cochise,3,1200,2,2013
-109.555963,31.344328,3615,AZ037,Douglas Housing Authority,5204177385,5204177158,xenia.gonzalez@douglasaz.gov,5204177385,5204177158,xenia.gonzalez@douglasaz.gov,,,193,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Section 8,0,0,0,0,182,182,94.30000305,0,193,180,98.90000153,0,0,0,0,0,0,424,480,92,33.90999985,11.59000015,100,9062,4,Cochise,3,901,1,1003
-109.544474,38.573433,3761,UT014,Housing Authority of Southeastern Utah,4352595891,4352594938,hasu@frontiernet.net,4352595891,4352594938,benriley@frontier.com,,,73,SMALL (50-99),SMALL (50-99),30-Jun,Section 8,0,0,0,0,40,40,54.79000092,0,73,44,100,0,0,0,0,0,0,643,504,26,20.51000023,15.38000011,100,12412,49,Grand,19,200,1,1038
-109.525684,40.45702,3061,UT029,Myton City Housing Authority,4357815478,4357222170,UBAC@UBTANET.COM,4357815478,4357815379,ubac@ubtanet.com,,,33,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Section 8,0,0,0,0,21,21,63.63999939,0,33,25,100,0,0,0,0,0,0,655,684,19,23.39999962,27.65999985,100,10716,49,Uintah,47,968401,2,2012
-109.220021,41.585385,3748,WY003,Rock Springs Housing Authority,3073521471,3073521474,April_Thompson@rswy.net,3073521471,3073521474,April_Thompson@rswy.net,High Performer,MEDIUM LOW (100-299),67,SMALL (50-99),MEDIUM LOW (100-299),30-Jun,Combined,100,100,100,99,53,152,91.01999664,1,167,148,97.37000275,200394,242611,177793,155643,0,0,442,451,150,9.44999981,11.27999973,100,11950,56,Sweetwater,37,971100,1,1019
-108.73887,35.514352,3088,NM006,Housing Authority of the City of Gallup,5057224388,5058633386,Richard.Kontz@galluphousing.com,5057224388,5058633386,Richard.Kontz@galluphousing.com,Substandard Financial,MEDIUM LOW (100-299),63,SMALL (50-99),MEDIUM HIGH (300-999),30-Jun,Combined,267,267,267,254,33,287,86.97000122,13,330,293,100,774016,642259,361504,347586,0,0,402,381,467,6.42000008,8.75,96.93000031,10764,35,McKinley,31,945400,2,2027
-108.718185,32.337637,2831,NM034,Housing Authority of the City of Lordsburg,5755428111,5755428105,execdir.lha@cityoflordsburg.org,5055428111,5055428105,execdir.lha@cityoflordsburg.org,Substandard Financial,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Jun,Low-Rent,100,100,100,99,0,99,99,1,100,98,98.98999786,241429,241787,152823,146548,0,0,332,327,82,9.77000046,6.98000002,95.91999817,10890,35,Hidalgo,23,970200,1,1019
-108.587534,39.094291,3721,CO051,Grand Junction Housing Authority,9702450388,9702415514,jkole@gjha.org,9702450388,9702548347,jkole@gjha.org,Standard Performer,VERY SMALL (0-49),1083,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,0,0,0,0,1038,1038,95.83999634,0,1083,1020,98.26999664,0,0,0,0,0,0,643,669,739,15.56999969,20.28000069,99.80000305,10770,8,Mesa,77,1002,3,3041
-108.580082,37.349083,3718,CO079,Housing Authority of the County of Montezuma,9705653831,9705650860,hamntz@mc-ha.org,9705653831,9705650860,hamntz@mc-ha.org,Standard Performer,VERY SMALL (0-49),262,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Combined,31,31,31,30,219,249,84.98000336,1,293,252,100,73829,73005,47904,47721,0,0,522,556,210,13.67000008,17.57999992,99.20999908,10482,8,Montezuma,83,969300,1,1073
-108.501108,45.78452,1691,MT001,Housing Authority of Billings,4062456391,4062450387,habmgr@billingsha.org,4062371901,4062371941,lucyb@billingsha.org,High Performer,MEDIUM LOW (100-299),664,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,274,274,274,268,626,894,95.30999756,6,938,881,98.55000305,757503,690448,369083,368994,0,0,566,546,916,9,16.51000023,98.75,10100,30,Yellowstone,111,402,3,3022
-108.267844,32.790844,2832,NM067,Western Regional Housing Authority,5753881974,5753884781,wrha@qwestoffice.net,5753881974,5753884781,cathy_demarco@qwestoffice.net,High Performer,SMALL (50-99),911,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,54,54,54,51,736,787,81.55999756,3,965,756,96.05999756,135411,149221,74005,70943,0,0,577,555,764,9.81000042,11.56999969,99.47000122,9060,35,Grant,17,964300,2,2009
-108.134949,32.762719,2829,NM024,Housing Authority of the Town of Bayard,5755372296,5755376914,jpadilla@bayardhousing.org,5755372296,5755376914,jpadilla@bayardhousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,70,70,70,66,0,66,94.29000092,3,70,66,100,130981,154405,105182,100867,0,0,298,313,57,9.93000031,12.06000042,100,9840,35,Grant,17,964600,2,2017
-108.112453,36.785274,3089,NM066,Housing Authority of the County of San Juan,5053344545,5053243005,fanderson@sjcounty.net,5053344544,5053243005,fanderson@sjcounty.net,,,365,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,269,269,73.69999695,0,365,271,100,0,0,0,0,0,0,487,528,232,14.81999969,20,99.62999725,11459,35,San Juan,45,201,2,2062
-108.064946,38.728807,3719,CO040,Delta Housing Authority,9708747266,9708748612,dhaed@bresnan.net,9708747266,9708748612,dhaed@bresnan.net,High Performer,SMALL (50-99),226,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Dec,Combined,75,75,75,75,212,287,95.34999847,0,301,287,100,126904,132902,116250,117926,0,0,479,459,238,22.45000076,14.28999996,99.30000305,10584,8,Delta,29,965100,3,3054
-107.987144,38.606315,3720,CO087,Montrose County Housing Authority,9703235445,9703236179,Accountant@montroseha.com,9703233961,9703236179,director@montroseha.com,,,192,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,174,174,90.62000275,0,192,171,98.27999878,0,0,0,0,0,0,654,583,100,16.39999962,26.04999924,100,9516,8,Montrose,85,966202,2,2004
-107.844874,35.148276,3014,NM030,Housing Authority of the City of Grants,5052856359,5052853784,rfrey.nrha@gmail.com,5052881104,5757511175,rfrey.nrha@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,0,0,0,0,0,0,0,0,0,0,-4,60534,64598,33313,33313,0,0,-4,-4,-4,-4,-4,-4,-4,35,Cibola,6,974201,3,3018
-107.783205,39.542858,3872,CO095,Garfield County Housing Authority,9706253589,9706250859,gchauthority@qwestoffice.net,9706253589,9706250859,kate@garfieldhousing.com,,,434,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Section 8,0,0,0,0,414,414,95.38999939,0,434,433,100,0,0,0,0,0,0,850,816,325,15.71000004,16.28000069,98.15000153,11640,8,Garfield,45,952002,6,6013
-107.249501,33.130669,2815,NM020,Housing Authority of the City of Truth or Consequences,5758942244,5758940756,s.rice@torchousing.org,5758942244,5758940756,s.rice@torchousing.org,Standard Performer,MEDIUM LOW (100-299),190,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Combined,100,100,100,96,155,251,86.55000305,2,290,258,100,162703,178335,131585,126314,0,0,467,480,189,16.46999931,16.27000046,99.61000061,9060,35,Sierra,51,962200,1,1126
-106.962776,36.011638,2995,NM071,Housing Authority of the Village of Cuba,5752893499,5752892028,mayor@cubanm.us,5052893499,5052892028,vdeshnod.cha@gmail.com,Troubled Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,28,28,28,24,0,24,85.72000122,4,28,23,95.83000183,63578,64472,36189,34931,0,0,346,296,22,20.34000015,3.3900001,95.65000153,10224,35,Sandoval,43,10900,1,1065
-106.889088,34.060844,2898,NM077,El Camino Real Housing Authority,5758350196,5758353461,maryann@socorrohousing.org,5058350196,5058353461,maryann@socorrohousing.org,,,591,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,409,409,69.19999695,0,591,384,93.88999939,0,0,0,0,0,0,553,628,385,10.23999977,18.43000031,99.48000336,9459,35,Socorro,53,978303,1,1086
